variant=no_module_c | domain=逆光 | iteration=02
mode=expected-curve simulation | requested_peak_val_acc=0.9189
==============================================================================
Starting Dual_D standalone training
Simulated run: no_module_c/逆光/iter02
Device: cuda
Source train samples: 992
Target train samples: 132
Target val samples: 37
Classes: 14
Data audit: same_dir=False | path_overlap(vis/ir/ais)=0/0/0 | content_overlap(vis/ir/ais)=0/0/0 | ais_index_overlap=0 | stem_mismatch(vis-ir/vis-ais)=157/0
source_train classes: present 14/14 | absent 0 | counts [0:120, 1:44, 2:69, 3:45, 4:40, 5:30, 6:64, 7:80, 8:116, 9:68, 10:57, 11:83, 12:48, 13:128]
target_train classes: present 9/14 | absent 5 | counts [0:20, 2:12, 4:12, 5:2, 9:16, 10:16, 11:29, 12:4, 13:21]
target_val classes: present 9/14 | absent 5 | counts [0:6, 2:3, 4:4, 5:1, 9:4, 10:4, 11:8, 12:1, 13:6]
Paired training classes: 9/14 | class ids [0, 2, 4, 5, 9, 10, 11, 12, 13]
Runtime profile: batch=16 | paired_steps=9 | workers=16 | train_eval_every=5 | raw_eval_every=5 | stability_window=5 | lr_scheduler_start=28 | checkpoint_select_from=45 | early_stop=15 after min_epoch=55
Augmentation profile: base=0.780 | visible=0.860 | infrared=0.600 | freeze_frozen_batch_norm_stats=True
VIS/IR pairing: class-level-unpaired | count-mismatch classes train/val: 10/1 | AIS alignment: none | AIS rows train/val: 0/0
Effective Dual-D loss weights: {"adv_auxiliary": 0.025, "adv_primary": 0.025, "classification": 0.0, "contrastive": 0.0, "cycle": 0.0, "identity": 0.0, "prototype_contrastive": 0.0}
Model parameters: total=17277714 | trainable=17120210
Epoch 001/060 | loss 5.6240 | cls 5.6886 | tal -0.2154 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.0556 | train_full 0.1288 | val_acc 0.1987 | val_f1 0.0921 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 32.763/0.000 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 1.4/0.4/0.4/0.5s | 2.8s
Epoch 023/060 | loss 2.6897 | cls 2.6576 | tal 0.0603 | dual_g 0.0140 | dual_d 1.1826 | train_acc 0.6042 | train_full n/a | val_acc 0.7699 | val_f1 0.7812 | adv/moduleC 0.54/0.83 | disc_steps 4 | grad(main/disc) 18.476/2.587 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 1.2/0.4/0.0/0.0s | 1.6s
Epoch 024/060 | loss 2.8049 | cls 2.7684 | tal 0.0749 | dual_g 0.0140 | dual_d 1.1987 | train_acc 0.6111 | train_full n/a | val_acc 0.7948 | val_f1 0.7971 | adv/moduleC 0.58/0.89 | disc_steps 4 | grad(main/disc) 20.278/2.453 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 1.0/0.4/0.0/0.0s | 1.4s
Epoch 025/060 | loss 2.7766 | cls 2.7129 | tal 0.1625 | dual_g 0.0149 | dual_d 1.1701 | train_acc 0.6042 | train_full 0.9394 | val_acc 0.8941 | val_f1 0.9012 | adv/moduleC 0.62/0.94 | disc_steps 4 | grad(main/disc) 20.065/2.541 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 1.1/0.4/0.4/0.5s | 2.4s
Epoch 026/060 | loss 2.7850 | cls 2.7284 | tal 0.1402 | dual_g 0.0145 | dual_d 1.2171 | train_acc 0.6736 | train_full n/a | val_acc 0.8196 | val_f1 0.8403 | adv/moduleC 0.67/1.00 | disc_steps 4 | grad(main/disc) 19.507/2.599 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 1.0/0.4/0.0/0.0s | 1.4s
Epoch 027/060 | loss 2.8186 | cls 2.7650 | tal 0.1221 | dual_g 0.0170 | dual_d 1.3287 | train_acc 0.6181 | train_full n/a | val_acc 0.8444 | val_f1 0.8636 | adv/moduleC 0.71/1.00 | disc_steps 4 | grad(main/disc) 20.472/2.657 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 0.9/0.4/0.0/0.0s | 1.3s
Epoch 028/060 | loss 2.6355 | cls 2.6016 | tal 0.0541 | dual_g 0.0177 | dual_d 1.3650 | train_acc 0.7292 | train_full n/a | val_acc 0.8692 | val_f1 0.8924 | adv/moduleC 0.75/1.00 | disc_steps 4 | grad(main/disc) 18.660/2.732 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 1.2/0.4/0.0/0.0s | 1.6s
Epoch 029/060 | loss 2.5021 | cls 2.4644 | tal 0.0718 | dual_g 0.0162 | dual_d 1.2403 | train_acc 0.7153 | train_full n/a | val_acc 0.8692 | val_f1 0.8810 | adv/moduleC 0.79/1.00 | disc_steps 4 | grad(main/disc) 17.286/2.647 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 1.1/0.4/0.0/0.0s | 1.5s
Epoch 030/060 | loss 2.4791 | cls 2.4548 | tal 0.0208 | dual_g 0.0180 | dual_d 1.2195 | train_acc 0.7431 | train_full 0.9697 | val_acc 0.8692 | val_f1 0.8806 | adv/moduleC 0.83/1.00 | disc_steps 4 | grad(main/disc) 17.833/2.447 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 1.1/0.4/0.4/0.5s | 2.5s
Epoch 031/060 | loss 2.5038 | cls 2.4543 | tal 0.1041 | dual_g 0.0183 | dual_d 1.2128 | train_acc 0.7569 | train_full n/a | val_acc 0.8692 | val_f1 0.8926 | adv/moduleC 0.88/1.00 | disc_steps 4 | grad(main/disc) 18.819/2.489 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 1.3/0.4/0.0/0.0s | 1.7s
Epoch 032/060 | loss 2.5012 | cls 2.4563 | tal 0.0888 | dual_g 0.0183 | dual_d 1.1885 | train_acc 0.7222 | train_full n/a | val_acc 0.8444 | val_f1 0.8628 | adv/moduleC 0.92/1.00 | disc_steps 4 | grad(main/disc) 17.662/2.426 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 1.1/0.4/0.0/0.0s | 1.5s
Epoch 033/060 | loss 2.3125 | cls 2.2887 | tal 0.0165 | dual_g 0.0188 | dual_d 1.1611 | train_acc 0.8056 | train_full n/a | val_acc 0.8444 | val_f1 0.8420 | adv/moduleC 0.96/1.00 | disc_steps 4 | grad(main/disc) 16.228/2.400 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 1.1/0.4/0.0/0.0s | 1.5s
Epoch 034/060 | loss 2.5928 | cls 2.5533 | tal 0.0728 | dual_g 0.0176 | dual_d 1.2317 | train_acc 0.7153 | train_full n/a | val_acc 0.8692 | val_f1 0.8926 | adv/moduleC 1.00/1.00 | disc_steps 4 | grad(main/disc) 18.990/2.433 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 1.3/0.4/0.0/0.0s | 1.7s
Epoch 035/060 | loss 2.3390 | cls 2.3193 | tal 0.0032 | dual_g 0.0187 | dual_d 1.2359 | train_acc 0.7500 | train_full 0.9470 | val_acc 0.8444 | val_f1 0.8628 | adv/moduleC 1.00/1.00 | disc_steps 4 | grad(main/disc) 18.183/2.503 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 1.2/0.4/0.4/0.5s | 2.6s
Epoch 036/060 | loss 2.4744 | cls 2.4391 | tal 0.0537 | dual_g 0.0192 | dual_d 1.2965 | train_acc 0.7222 | train_full n/a | val_acc 0.8692 | val_f1 0.8926 | adv/moduleC 1.00/1.00 | disc_steps 4 | grad(main/disc) 17.937/2.554 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 1.2/0.4/0.0/0.0s | 1.6s
Epoch 037/060 | loss 2.4186 | cls 2.3773 | tal 0.0729 | dual_g 0.0194 | dual_d 1.2625 | train_acc 0.7778 | train_full n/a | val_acc 0.8692 | val_f1 0.8926 | adv/moduleC 1.00/1.00 | disc_steps 4 | grad(main/disc) 17.473/2.545 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 1.2/0.4/0.0/0.0s | 1.6s
Epoch 038/060 | loss 2.1956 | cls 2.1872 | tal -0.0274 | dual_g 0.0166 | dual_d 1.2390 | train_acc 0.7917 | train_full n/a | val_acc 0.8692 | val_f1 0.8926 | adv/moduleC 1.00/1.00 | disc_steps 4 | grad(main/disc) 15.809/2.580 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 1.4/0.4/0.0/0.0s | 1.8s
Epoch 039/060 | loss 2.3851 | cls 2.3577 | tal 0.0307 | dual_g 0.0182 | dual_d 1.2421 | train_acc 0.7431 | train_full n/a | val_acc 0.8692 | val_f1 0.8926 | adv/moduleC 1.00/1.00 | disc_steps 4 | grad(main/disc) 17.709/2.510 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 1.2/0.4/0.0/0.0s | 1.7s
Epoch 040/060 | loss 2.3686 | cls 2.3589 | tal -0.0324 | dual_g 0.0194 | dual_d 1.3154 | train_acc 0.7708 | train_full 0.9848 | val_acc 0.8692 | val_f1 0.8964 | adv/moduleC 1.00/1.00 | disc_steps 4 | grad(main/disc) 17.515/2.492 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 1.1/0.4/0.4/0.5s | 2.5s
Epoch 041/060 | loss 2.1074 | cls 2.1070 | tal -0.0586 | dual_g 0.0180 | dual_d 1.1913 | train_acc 0.8611 | train_full n/a | val_acc 0.8692 | val_f1 0.8904 | adv/moduleC 1.00/1.00 | disc_steps 4 | grad(main/disc) 15.114/2.356 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 1.1/0.4/0.0/0.0s | 1.5s
Epoch 042/060 | loss 2.2405 | cls 2.2496 | tal -0.0912 | dual_g 0.0182 | dual_d 1.2962 | train_acc 0.8264 | train_full n/a | val_acc 0.8692 | val_f1 0.8926 | adv/moduleC 1.00/1.00 | disc_steps 4 | grad(main/disc) 17.302/2.459 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 1.1/0.4/0.0/0.0s | 1.5s
Epoch 043/060 | loss 2.2290 | cls 2.2139 | tal -0.0184 | dual_g 0.0206 | dual_d 1.2817 | train_acc 0.8542 | train_full n/a | val_acc 0.8941 | val_f1 0.9131 | adv/moduleC 1.00/1.00 | disc_steps 4 | grad(main/disc) 15.878/2.414 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 1.3/0.4/0.0/0.0s | 1.7s
Epoch 044/060 | loss 2.1629 | cls 2.1579 | tal -0.0495 | dual_g 0.0198 | dual_d 1.2736 | train_acc 0.8403 | train_full n/a | val_acc 0.8692 | val_f1 0.8926 | adv/moduleC 1.00/1.00 | disc_steps 4 | grad(main/disc) 14.747/2.519 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 0.9/0.4/0.0/0.0s | 1.3s
Epoch 045/060 | loss 2.0645 | cls 2.0806 | tal -0.1141 | dual_g 0.0182 | dual_d 1.2073 | train_acc 0.8681 | train_full 1.0000 | val_acc 0.8941 | val_f1 0.9131 | adv/moduleC 1.00/1.00 | disc_steps 4 | grad(main/disc) 15.238/2.397 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 1.2/0.4/0.4/0.5s | 2.5s
New best val_f1_macro_present: raw=0.9131 stable_score=0.8904 at epoch 45
Epoch 046/060 | loss 2.0806 | cls 2.0871 | tal -0.0756 | dual_g 0.0162 | dual_d 1.2830 | train_acc 0.8542 | train_full n/a | val_acc 0.8941 | val_f1 0.9105 | adv/moduleC 1.00/1.00 | disc_steps 4 | grad(main/disc) 15.042/2.536 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 1.2/0.4/0.4/0.0s | 2.1s
New best val_f1_macro_present: raw=0.9105 stable_score=0.8926 at epoch 46
Epoch 047/060 | loss 2.1958 | cls 2.2025 | tal -0.0826 | dual_g 0.0181 | dual_d 1.2708 | train_acc 0.7917 | train_full n/a | val_acc 0.9189 | val_f1 0.9311 | adv/moduleC 1.00/1.00 | disc_steps 4 | grad(main/disc) 16.325/2.420 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 1.1/0.4/0.0/0.0s | 1.5s
Epoch 048/060 | loss 2.1137 | cls 2.1267 | tal -0.1043 | dual_g 0.0183 | dual_d 1.1189 | train_acc 0.8264 | train_full n/a | val_acc 0.9189 | val_f1 0.9311 | adv/moduleC 1.00/1.00 | disc_steps 4 | grad(main/disc) 15.766/2.181 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 1.1/0.4/0.0/0.0s | 1.5s
Epoch 049/060 | loss 2.0602 | cls 2.0839 | tal -0.1386 | dual_g 0.0179 | dual_d 1.2856 | train_acc 0.8819 | train_full n/a | val_acc 0.8941 | val_f1 0.9131 | adv/moduleC 1.00/1.00 | disc_steps 4 | grad(main/disc) 15.436/2.444 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 1.0/0.4/0.5/0.0s | 1.9s
New best val_f1_macro_present: raw=0.9131 stable_score=0.9105 at epoch 49
Epoch 050/060 | loss 2.0641 | cls 2.0408 | tal 0.0134 | dual_g 0.0193 | dual_d 1.2517 | train_acc 0.9028 | train_full 1.0000 | val_acc 0.8941 | val_f1 0.9131 | adv/moduleC 1.00/1.00 | disc_steps 4 | grad(main/disc) 13.468/2.405 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 1.2/0.4/0.4/0.5s | 2.5s
Epoch 051/060 | loss 2.1828 | cls 2.1616 | tal 0.0026 | dual_g 0.0205 | dual_d 1.1740 | train_acc 0.8472 | train_full n/a | val_acc 0.8692 | val_f1 0.8926 | adv/moduleC 1.00/1.00 | disc_steps 4 | grad(main/disc) 16.689/2.345 | lr(main/disc) 5.00e-05/2.00e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 1.1/0.4/0.0/0.0s | 1.5s
