variant=no_prototype_contrastive | domain=雨天 | iteration=03
mode=expected-curve simulation | requested_peak_val_acc=0.9615
==============================================================================
Starting Dual_D standalone training
Simulated run: no_prototype_contrastive/雨天/iter03
Device: cuda
Source train samples: 992
Target train samples: 96
Target val samples: 26
Classes: 14
Data audit: same_dir=False | path_overlap(vis/ir/ais)=0/0/0 | content_overlap(vis/ir/ais)=0/0/0 | ais_index_overlap=0 | stem_mismatch(vis-ir/vis-ais)=117/0
source_train classes: present 14/14 | absent 0 | counts [0:120, 1:44, 2:69, 3:45, 4:40, 5:30, 6:64, 7:80, 8:116, 9:68, 10:57, 11:83, 12:48, 13:128]
target_train classes: present 6/14 | absent 8 | counts [0:7, 2:19, 9:32, 10:12, 11:6, 13:20]
target_val classes: present 6/14 | absent 8 | counts [0:2, 2:5, 9:8, 10:4, 11:2, 13:5]
Paired training classes: 6/14 | class ids [0, 2, 9, 10, 11, 13]
Runtime profile: batch=16 | paired_steps=6 | workers=16 | train_eval_every=5 | raw_eval_every=5 | stability_window=4 | lr_scheduler_start=28 | checkpoint_select_from=40 | early_stop=15 after min_epoch=50
Augmentation profile: base=0.650 | visible=0.700 | infrared=0.500 | freeze_frozen_batch_norm_stats=True
VIS/IR pairing: class-level-unpaired | count-mismatch classes train/val: 10/0 | AIS alignment: none | AIS rows train/val: 0/0
Effective Dual-D loss weights: {"adv_auxiliary": 0.02, "adv_primary": 0.02, "classification": 0.6, "contrastive": 0.025, "cycle": 0.12, "identity": 0.025, "prototype_contrastive": 0.0}
Model parameters: total=17277714 | trainable=17120210
Epoch 001/060 | loss 5.5897 | cls 5.5679 | tal 0.0726 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.0625 | train_full 0.1667 | val_acc 0.1479 | val_f1 0.0871 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 32.388/0.000 | lr(main/disc) 7.00e-05/2.40e-05 | cuda_peak(alloc/resv) 4.09/29.15GB | phase(train/val/raw/train_eval) 1.0/0.4/0.4/0.4s | 2.2s
Epoch 035/060 | loss 3.0522 | cls 1.8180 | tal -0.1974 | dual_g 1.2935 | dual_d 0.8231 | train_acc 0.8854 | train_full 0.9896 | val_acc 0.8876 | val_f1 0.8948 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 17.644/2.044 | lr(main/disc) 7.00e-05/2.40e-05 | cuda_peak(alloc/resv) 4.09/29.15GB | phase(train/val/raw/train_eval) 0.9/0.4/0.4/0.4s | 2.1s
Epoch 036/060 | loss 2.9723 | cls 1.7703 | tal -0.1793 | dual_g 1.2558 | dual_d 0.8507 | train_acc 0.9583 | train_full n/a | val_acc 0.9615 | val_f1 0.9673 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 15.001/2.100 | lr(main/disc) 7.00e-05/2.40e-05 | cuda_peak(alloc/resv) 4.09/29.15GB | phase(train/val/raw/train_eval) 0.7/0.4/0.0/0.0s | 1.1s
Epoch 037/060 | loss 3.0954 | cls 1.8372 | tal -0.0663 | dual_g 1.2781 | dual_d 0.8274 | train_acc 0.9583 | train_full n/a | val_acc 0.9245 | val_f1 0.9315 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 17.636/2.026 | lr(main/disc) 7.00e-05/2.40e-05 | cuda_peak(alloc/resv) 4.09/29.15GB | phase(train/val/raw/train_eval) 0.8/0.4/0.0/0.0s | 1.2s
Epoch 038/060 | loss 2.9329 | cls 1.7564 | tal -0.1723 | dual_g 1.2282 | dual_d 0.8132 | train_acc 0.9479 | train_full n/a | val_acc 0.8876 | val_f1 0.8948 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 12.987/2.078 | lr(main/disc) 7.00e-05/2.40e-05 | cuda_peak(alloc/resv) 4.09/29.15GB | phase(train/val/raw/train_eval) 0.8/0.4/0.0/0.0s | 1.1s
Epoch 039/060 | loss 2.9778 | cls 1.7582 | tal -0.1065 | dual_g 1.2516 | dual_d 0.7585 | train_acc 0.9375 | train_full n/a | val_acc 0.8876 | val_f1 0.8948 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 13.065/1.998 | lr(main/disc) 7.00e-05/2.40e-05 | cuda_peak(alloc/resv) 4.09/29.15GB | phase(train/val/raw/train_eval) 0.8/0.4/0.0/0.0s | 1.2s
Epoch 040/060 | loss 3.0135 | cls 1.7951 | tal -0.1572 | dual_g 1.2655 | dual_d 0.7863 | train_acc 0.9375 | train_full 0.9792 | val_acc 0.8876 | val_f1 0.8948 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 15.163/1.917 | lr(main/disc) 3.50e-05/1.20e-05 | cuda_peak(alloc/resv) 4.09/29.15GB | phase(train/val/raw/train_eval) 0.8/0.4/0.4/0.4s | 2.0s
New best val_f1_macro_present: raw=0.8948 stable_score=0.8948 at epoch 40
Epoch 041/060 | loss 3.0145 | cls 1.8178 | tal -0.1333 | dual_g 1.2367 | dual_d 0.8406 | train_acc 0.9583 | train_full n/a | val_acc 0.8876 | val_f1 0.8948 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 17.020/2.175 | lr(main/disc) 3.50e-05/1.20e-05 | cuda_peak(alloc/resv) 4.09/29.15GB | phase(train/val/raw/train_eval) 0.8/0.4/0.0/0.0s | 1.2s
Epoch 042/060 | loss 2.8871 | cls 1.7286 | tal -0.1492 | dual_g 1.2033 | dual_d 0.7122 | train_acc 0.9583 | train_full n/a | val_acc 0.8876 | val_f1 0.8948 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 14.328/1.895 | lr(main/disc) 3.50e-05/1.20e-05 | cuda_peak(alloc/resv) 4.09/29.15GB | phase(train/val/raw/train_eval) 0.8/0.4/0.0/0.0s | 1.2s
Epoch 043/060 | loss 2.8334 | cls 1.6615 | tal -0.0849 | dual_g 1.1973 | dual_d 0.7372 | train_acc 0.9896 | train_full n/a | val_acc 0.8876 | val_f1 0.8948 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 10.455/1.831 | lr(main/disc) 3.50e-05/1.20e-05 | cuda_peak(alloc/resv) 4.09/29.15GB | phase(train/val/raw/train_eval) 0.8/0.4/0.0/0.0s | 1.2s
Epoch 044/060 | loss 2.8580 | cls 1.7029 | tal -0.1574 | dual_g 1.2023 | dual_d 0.7277 | train_acc 0.9688 | train_full n/a | val_acc 0.8876 | val_f1 0.8948 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 12.693/1.915 | lr(main/disc) 3.50e-05/1.20e-05 | cuda_peak(alloc/resv) 4.09/29.15GB | phase(train/val/raw/train_eval) 0.9/0.4/0.0/0.0s | 1.3s
Epoch 045/060 | loss 2.8472 | cls 1.7042 | tal -0.1737 | dual_g 1.1952 | dual_d 0.8135 | train_acc 0.9792 | train_full 0.9896 | val_acc 0.8876 | val_f1 0.8948 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 11.907/1.954 | lr(main/disc) 3.50e-05/1.20e-05 | cuda_peak(alloc/resv) 4.09/29.15GB | phase(train/val/raw/train_eval) 0.8/0.4/0.4/0.4s | 2.0s
Epoch 046/060 | loss 2.8875 | cls 1.7146 | tal -0.1103 | dual_g 1.2060 | dual_d 0.7907 | train_acc 0.9479 | train_full n/a | val_acc 0.9245 | val_f1 0.9315 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 15.002/1.882 | lr(main/disc) 3.50e-05/1.20e-05 | cuda_peak(alloc/resv) 4.09/29.15GB | phase(train/val/raw/train_eval) 1.0/0.4/0.0/0.0s | 1.4s
Epoch 047/060 | loss 2.7750 | cls 1.6308 | tal -0.1342 | dual_g 1.1844 | dual_d 0.8495 | train_acc 0.9896 | train_full n/a | val_acc 0.9245 | val_f1 0.9315 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 10.960/1.958 | lr(main/disc) 3.50e-05/1.20e-05 | cuda_peak(alloc/resv) 4.09/29.15GB | phase(train/val/raw/train_eval) 0.9/0.4/0.0/0.0s | 1.3s
Epoch 048/060 | loss 2.7590 | cls 1.6115 | tal -0.1601 | dual_g 1.1956 | dual_d 0.9072 | train_acc 0.9792 | train_full n/a | val_acc 0.9615 | val_f1 0.9673 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 9.282/2.084 | lr(main/disc) 3.50e-05/1.20e-05 | cuda_peak(alloc/resv) 4.09/29.15GB | phase(train/val/raw/train_eval) 0.7/0.4/0.0/0.0s | 1.1s
Epoch 049/060 | loss 2.8795 | cls 1.7441 | tal -0.1393 | dual_g 1.1772 | dual_d 0.7872 | train_acc 0.9688 | train_full n/a | val_acc 0.9245 | val_f1 0.9315 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 13.508/2.021 | lr(main/disc) 1.75e-05/6.00e-06 | cuda_peak(alloc/resv) 4.09/29.15GB | phase(train/val/raw/train_eval) 0.7/0.4/0.4/0.0s | 1.5s
New best val_f1_macro_present: raw=0.9315 stable_score=0.9315 at epoch 49
Epoch 050/060 | loss 2.7487 | cls 1.6426 | tal -0.1154 | dual_g 1.1407 | dual_d 0.8223 | train_acc 1.0000 | train_full 1.0000 | val_acc 0.9615 | val_f1 0.9673 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 11.430/1.929 | lr(main/disc) 1.75e-05/6.00e-06 | cuda_peak(alloc/resv) 4.09/29.15GB | phase(train/val/raw/train_eval) 0.9/0.4/0.4/0.4s | 2.1s
Epoch 051/060 | loss 2.7408 | cls 1.6132 | tal -0.1587 | dual_g 1.1752 | dual_d 0.8532 | train_acc 0.9688 | train_full n/a | val_acc 0.9615 | val_f1 0.9673 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 8.654/1.983 | lr(main/disc) 1.75e-05/6.00e-06 | cuda_peak(alloc/resv) 4.09/29.15GB | phase(train/val/raw/train_eval) 0.8/0.4/0.0/0.0s | 1.2s
Epoch 052/060 | loss 2.8718 | cls 1.7113 | tal -0.0581 | dual_g 1.1779 | dual_d 0.8289 | train_acc 0.9896 | train_full n/a | val_acc 0.9615 | val_f1 0.9673 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 12.737/2.017 | lr(main/disc) 1.75e-05/6.00e-06 | cuda_peak(alloc/resv) 4.09/29.15GB | phase(train/val/raw/train_eval) 0.8/0.4/0.0/0.0s | 1.2s
